birthdate	job	ssn	username	registration	name	address	blood_group	company	user_id	mail	current_location	station_ID
	Chemikant	321-09-1210	ebertklaus-ulrich	2023-06-06	Rebekka Speer	"Mudering 20
35216 Suhl"	A-	Hecker Zahn GmbH	1658	zdravko08@hotmail.de	(Decimal('-50.2317645'), Decimal('175.167656'))	550
1965-03-30		092-22-3221	katomaaya	2022/10/13	山崎 稔	福岡県大田区丸の内23丁目26番20号	AB+	合同会社鈴木鉱業	968	nanamihasegawa@gmail.com	(Decimal('-64.802626'), Decimal('-75.810358'))	106
		26385107930	isabelly58	2023-09-13	Rhavi Martins	"Colônia Lopes, 98
Oeste
63283-381 Silva de Minas / RN"	O-	da Luz	900	maysa14@hotmail.com	(Decimal('-88.010557'), Decimal('-132.850044'))	191
2021-08-31	Florist	651-67-5386	adelheid93	2020-10-14	Jurij Rädel		B-	Knappe e.V.	584	h-dieterjockel@googlemail.com	(Decimal('53.426670'), Decimal('-72.495232'))	705
2013-11-21		867-02-0017	jennifer53	01/17/2023, 00:00:00	Nicholas Williams	"3993 Lewis Passage Apt. 154
Julieville, ID 35777"	A+	Tucker PLC	128	kendragarza@hotmail.com	(Decimal('11.9163055'), Decimal('-177.734238'))	300
	Medical illustrator	RGGFBZ06R29F455Z	spanevellojolanda	13 Oct 2022	Dott. Eliana Manolesso	"Piazza Beppe, 59
98046, Santa Lucia Del Mela (ME)"	AB-	Lombardo-Speri s.r.l.	996	jacopoligorio@libero.it	(Decimal('1.638167'), Decimal('-81.490179'))	511
1934-01-27		711-39-3304	hans-guenter37	01/28/2024, 00:00:00	Dipl.-Ing. Ulrich Köhler B.Sc.		B-	Killer	1655	waltraut90@gmx.de	(Decimal('53.2379685'), Decimal('-150.115620'))	671
	Beamter	823-01-8955	franziskabauer	2020/12/06	Wigbert Berger	"Reisingallee 62/39
31334 Wurzen"	O+	Löwer GmbH & Co. KG	518	sandyjuettner@aol.de	(Decimal('-19.1457625'), Decimal('99.895920'))	176
2006-10-22		NTLTNN48A57I849F	victoriabelletini	03/28/2024, 00:00:00	Ernesto Ferrabosco		B-	Amato Group	412	zmantegazza@alice.it	(Decimal('8.1688835'), Decimal('15.256049'))	606
		RGNSVD04D60I892V	dariamilanesi	28 Jun 2021	Liana Pastine	"Canale Leone, 64 Appartamento 69
89819, Monterosso Calabro (VV)"	O-	Luzi s.r.l.	335	pmaderna@tiscali.it	(Decimal('46.249195'), Decimal('124.548846'))	106
1997-10-21		085-96-0114	kimurananami	07/26/2024, 00:00:00	山本 治		A+	佐藤鉱業有限会社	351	tkato@gmail.com	(Decimal('32.4439955'), Decimal('81.912288'))	251
1999-08-26		858-27-7999	mmoore	2020/12/25	Andrew Reynolds	"1023 Barr Brook
North Jamesshire, NV 63023"	A-	Jones-Jennings	367	lopezjill@yahoo.com	(Decimal('23.9711555'), Decimal('-14.874387'))	54
		50346981298	barbaraoliveira	2022/05/26	Guilherme Nascimento	"Setor Costela, 5
Coração Eucarístico
30980-455 Campos / AP"	B+	Guerra Duarte S.A.	372	apires@hotmail.com	(Decimal('49.9917095'), Decimal('-127.347409'))	269
1927-12-21		MLPRMD51E61D147T	arnaldochinnici	05 Apr 2021	Liana Schiaparelli-Vento	"Via Quasimodo, 938
10087, Valperga (TO)"	B+	Antonucci-Persico s.r.l.	546	alessandropertini@hotmail.it	(Decimal('70.3748195'), Decimal('91.082921'))	43
		633-85-8279	ninoue	2021/12/19	橋本 裕美子	福島県西多摩郡檜原村南赤田15丁目10番9号 ハイツ入谷124	A+	藤田保険有限会社	1874	tomoya85@yahoo.com	(Decimal('-15.380240'), Decimal('-153.388834'))	543
1913-08-11		RCCSNR04C25D786I	ubaldopiccio	22 Jan 2019	Fedele Marenzio-Pace		A-	Scamarcio-Chiesa s.r.l.	1816	qsabatini@hotmail.it	(Decimal('4.7841375'), Decimal('-128.501059'))	336
2011-04-11		246-54-6611	veronicalinke	02/07/2025, 00:00:00	Harold Röhrdanz	"Helmar-Mosemann-Ring 987
28577 Oranienburg"	B+	Säuberlich	1804	schuelersandra@googlemail.com	(Decimal('-76.0932025'), Decimal('-73.328967'))	103
		775-50-8176	yui86	28 May 2025	渡辺 康弘	石川県板橋区元浅草20丁目22番3号 パーク橋場825	B+	岡本運輸有限会社	1124	minorusuzuki@gmail.com	(Decimal('59.552822'), Decimal('57.112138'))	846
	Nurse, mental health	GLTPLN97C26A229U	gpersico	07/25/2022, 00:00:00	Galasso Traetta	"Contrada Giacinto, 53 Piano 2
57022, Castagneto Carducci (LI)"	O-	Gregorio e figli	1605	leone84@libero.it	(Decimal('-49.1719415'), Decimal('100.037578'))	731
		71645829049	vfernandes	2024-09-27	Srta. Sabrina Fogaça	"Colônia de Farias, 52
Mineirão
73786434 Sá das Pedras / SE"	B-	Sousa Pires - ME	455	correiacalebe@bol.com.br	(Decimal('-60.3738105'), Decimal('22.632307'))	284
1975-08-20	Chemikant	101-19-3594	bohnbachgerolf	2019-05-05	Raissa Ackermann	"Ludwig-Huhn-Allee 8-9
57837 Arnstadt"	A-	Reinhardt	189	ischoll@yahoo.de	(Decimal('59.878692'), Decimal('-46.627588'))	119
1981-03-12	公認会計士	153-12-0571	saitokazuya	2022-04-11	渡辺 陽子	秋田県横浜市鶴見区神明内9丁目5番1号 池之端パレス774	AB+	株式会社西村建設	473	mituru68@yahoo.com	(Decimal('-49.5409835'), Decimal('118.356796'))	411
	Forstwirt	859-63-6152	hans-hermannbolzmann	21 Nov 2020	Herr Enver Briemer B.A.	"Wielochallee 0
44103 Crailsheim"	A+	Lange	338	zkranz@gmx.de	(Decimal('-13.535681'), Decimal('130.126197'))	801
		58970162321	piresjulia	15 Jan 2023	Stella Fernandes	"Setor Duarte, 10
Vila Havaí
69627-001 da Mata do Oeste / RO"	O-	Moreira e Filhos	267	lpacheco@ig.com.br	(Decimal('-32.7871135'), Decimal('133.706826'))	14
1955-11-15		445-98-8896	thomashahn	03 Jan 2025	Andrea Shepherd	"66954 Tran Cape
Joshuaton, RI 44507"	B-	Duffy-Miller	979	rlogan@gmail.com	(Decimal('-57.357593'), Decimal('-123.949864'))	394
		685-62-7612	frankeangelina	29 Jan 2024	Peter Holt	"Kristian-Häring-Allee 96-62
69295 Säckingen"	O+	Schlosser AG & Co. OHG	456	dierkkreusel@gmail.com	(Decimal('-38.153316'), Decimal('22.259483'))	842
	Mechaniker	602-08-3619	moniquedoering	05 Jul 2021	Pawel Sauer B.Sc.		AB+	Eberhardt GmbH	1686	vassiliosseip@web.de	(Decimal('34.7912495'), Decimal('131.780012'))	124
1993-02-12		169-19-8051	andrew07	24 Jul 2025	Sarah Wallace	"4555 Jacqueline Wells Apt. 542
Clarkburgh, OR 36790"	AB-	Sexton Group	254	duncanraymond@yahoo.com	(Decimal('69.6544725'), Decimal('-98.165882'))	176
		174-39-3306	kdeleon	05/13/2024, 00:00:00	Joshua Meyer	"Unit 4089 Box 7255
DPO AP 12586"	AB-	Murphy Group	303	sarah39@hotmail.com	(Decimal('-16.6827605'), Decimal('22.002727'))	841
		DLLGBL60R23C618E	tgreco	01/14/2021, 00:00:00	Greco Valmarana	"Incrocio Piersanti, 68 Appartamento 7
39039, Niederdorf (BZ)"	B+	Angeli, Vanvitelli e Sorrentino s.r.l.	791	erossellini@tele2.it	(Decimal('85.841987'), Decimal('-172.851036'))	583
		CRSPLN38L11C201P	corradoritacca	24 Mar 2021	Luigina Canova	"Contrada Mascagni, 18
28853, Druogno (VB)"	A-	Cugia-Martucci Group	408	carmelocimarosa@hotmail.it	(Decimal('15.471808'), Decimal('132.874804'))	518
		587-32-2925	ullrichdehmel	2023/12/04	Eberhard Mans	"Reuterweg 96/16
98255 Olpe"	B-	Etzler	1816	helen91@googlemail.com	(Decimal('-70.9021195'), Decimal('-134.232629'))	128
1923-10-19		26389054106	maya98	2021-12-14	Agatha Pacheco	"Distrito Pimenta, 1
Sagrada Família
70041-498 Pastor / PE"	B-	Camargo S/A	890	razevedo@bol.com.br	(Decimal('-48.0803645'), Decimal('-173.519078'))	372
	お笑い芸人	045-16-2862	hasegawaasuka	08/29/2021, 00:00:00	鈴木 くみ子	和歌山県横浜市栄区土呂部32丁目24番6号	AB-	鈴木電気株式会社	415	mmaeda@yahoo.com	(Decimal('-14.638026'), Decimal('54.808163'))	405
2025-03-13	Babysitter	79036251443	nsa	2024/04/30	Ravy Farias	"Aeroporto da Cruz, 99
Floresta
12681-898 Lopes de Mendes / PR"	A-	Cavalcanti e Filhos	680	nogueirajoao-pedro@bol.com.br	(Decimal('0.593385'), Decimal('-64.567677'))	853
1977-06-17	Medizininformatiker	781-46-2208	marzena79	01/10/2025, 00:00:00	Jan-Peter Söding	"Sergej-Ladeck-Weg 1
90628 Kronach"	AB+	Koch Spieß KGaA	796	simone82@yahoo.de	(Decimal('-54.9811965'), Decimal('102.893939'))	539
		987-89-4289	werner75	2023-01-29	Yvette Eberth	"Meyergasse 859
58214 Neu-Ulm"	O-	Steuer GmbH & Co. KG	877	sabribohnbach@aol.de	(Decimal('-20.3743795'), Decimal('32.023073'))	151
		780-94-2543	eric43	25 Apr 2020	Michele Vargas	"8397 Ryan Loaf Suite 602
Aaronfort, IL 50461"	AB-	Good-Ellis	383	frederickdunn@hotmail.com	(Decimal('49.409192'), Decimal('-176.128761'))	166
1948-06-10		783-11-8623	jopichwaldtraut	10 Jun 2020	Samira Klemm	"Hänelstr. 5/7
72807 Eutin"	B-	Steckel	1114	kenan15@web.de	(Decimal('-9.697075'), Decimal('89.242474'))	438
	ウェブデザイナー	104-85-7317	inouehanako	2020-04-09	近藤 陽子	栃木県大網白里市花島28丁目4番9号 港南パーク808	B-	高橋銀行合同会社	1026	junsaito@hotmail.com	(Decimal('85.1636055'), Decimal('129.897062'))	303
2025-05-30		503-46-6128	marten05	13 Mar 2022	Rose-Marie Seifert B.Sc.	"Ilhan-Lehmann-Straße 804
03512 Worbis"	AB-	auch Schlauchin AG	432	karlaroehrdanz@hotmail.de	(Decimal('-36.7176055'), Decimal('-76.515493'))	188
		626-81-2019	claudio99	04/27/2025, 00:00:00	Veronika Möchlichen B.Eng.	"Benthingasse 8550
74342 Düren"	AB-	Schmidt	77	kemal79@hotmail.de	(Decimal('-30.047094'), Decimal('-59.504665'))	185
		225-02-6354	trevor50	2025/04/15	Nicole Pena	"76027 Timothy Station Apt. 900
South Marytown, NH 76962"	A-	Bailey, Jackson and Hunt	409	howardronnie@gmail.com	(Decimal('-20.166596'), Decimal('-103.422245'))	780
1945-01-15		111-95-8937	rmartinez	02/17/2021, 00:00:00	Christy Mercado	"27214 Buck Gateway Suite 869
Jillianside, KS 62373"	A+	Griffith-Smith	390	nashwhitney@gmail.com	(Decimal('80.4236765'), Decimal('144.911217'))	271
	経営者	418-44-5123	suzukiyuki	07/08/2022, 00:00:00	中村 淳	青森県羽村市下吉羽32丁目24番14号 三ノ輪コーポ254	B-	合同会社松本鉱業	783	kananakamura@gmail.com	(Decimal('89.760203'), Decimal('-52.510941'))	3
		PCNNTN40L68B584E	magnanifausto	12 Feb 2024	Donato Babbo	"Piazza Bottigliero, 4
41023, La Santona (MO)"	B-	Montanelli SPA	1657	antonellabriccialdi@libero.it	(Decimal('-11.2847665'), Decimal('-164.209930'))	195
1944-06-25		BTTGBL68R71E566W	evangelista87	2021/11/29	Letizia Gucci	"Piazza Camiscione, 563 Piano 4
44045, Renazzo (FE)"	O+	Pavarotti-Bertolucci e figli	877	florioadele@tin.it	(Decimal('-84.7451935'), Decimal('-104.776612'))	812
	建築家	531-28-4883	mikiishikawa	08 Aug 2022	井上 治	岐阜県荒川区九段南9丁目22番8号 コート睦737	AB-	岡田建設株式会社	1269	satoyui@hotmail.com	(Decimal('38.584447'), Decimal('-81.411416'))	168
2011-05-20		49853170205	luccamelo	30 Aug 2020	Dra. Daniela Novaes	"Via de Vieira, 478
Vila Madre Gertrudes 2ª Seção
48412-393 da Cunha da Mata / DF"	B-	Albuquerque - EI	1833	yan37@uol.com.br	(Decimal('87.3333825'), Decimal('145.807265'))	399
	Multimedia specialist	CHPCRI95C53A741T	gilbertopietrangeli	12/30/2022, 00:00:00	Romina Argento	"Incrocio Enzio, 27
10017, Montanaro (TO)"	A+	Cicilia, Luxardo e Respighi Group	1256	bartolomeotamburi@libero.it	(Decimal('-81.590217'), Decimal('-127.678889'))	612
2017-07-21		SBBCRL95S43C884R	ignazio86	04/29/2024, 00:00:00	Lucrezia Catalano-Ughi	"Strada Navone, 77
66033, Castiglione Messer Marino (CH)"	O+	Iannelli, Rinaldi e Cuda s.r.l.	1758	mvergerio@poste.it	(Decimal('2.3213555'), Decimal('120.461541'))	220
		VNDCCL78E11L907C	mariaferrante	12/31/2021, 00:00:00	Ferdinando Pinamonte	"Via Francesco, 36
10100, Torino (TO)"	B+	Donà Group	790	cirillo35@libero.it	(Decimal('47.474931'), Decimal('127.487039'))	354
		442-02-2177	alexanderbaker	03/21/2020, 00:00:00	Renee Perry	"0772 Lopez Green Apt. 192
Shortport, OK 28708"	AB+	Howard Group	225	jandrews@hotmail.com	(Decimal('13.713762'), Decimal('69.198522'))	279
1922-08-22		726-32-3409	hasegawaasuka	25 Dec 2024	青木 浩	長崎県川崎市多摩区横林1丁目9番2号	AB-	株式会社渡辺通信	526	taroyamaguchi@hotmail.com	(Decimal('7.0221715'), Decimal('-154.371206'))	182
		245-95-5733	ustout	08 Apr 2024	Teresa Jenkins	"021 Ware Wall Suite 642
Michaelmouth, MS 90521"	AB+	Cox Ltd	1822	smithjill@gmail.com	(Decimal('42.472465'), Decimal('134.452698'))	590
		744-73-1743	noahjohnson	2020-04-11	Wanda Fitzpatrick	"5111 Simmons Road
Brownburgh, GA 51715"	AB-	Hanson, Lee and Rodriguez	484	frankjackson@gmail.com		421
1983-08-13		04728395600	vasconcelosvalentim	2021-12-03	Pietro Aragão		A+	da Cunha Peixoto - EI	261	cavalcantelivia@hotmail.com	(Decimal('-62.606952'), Decimal('37.442200'))	188
	検察官	633-94-5700	kumikosuzuki	12/08/2023, 00:00:00	高橋 浩	青森県江東区日比谷公園15丁目15番11号 アーバン西神田751	B+	株式会社加藤ガス	2011	tanakamikako@yahoo.com	(Decimal('40.328305'), Decimal('-158.622760'))	539
1959-11-10		145-24-6663	constantin22	20 Jun 2025	Martha Seifert	"Jopichallee 86/64
54041 Ochsenfurt"	A-	Oestrovsky OHG mbH	988	iseidel@gmail.com	(Decimal('-66.147252'), Decimal('-41.404205'))	611
1993-03-15		315-50-8030	haeringdiana	2023/12/27	Herr Nico Gehringer	"Rustweg 7
49946 Jülich"	O-	Stiffel GmbH	1287	patbergfriedrich-wilhelm@gmail.com	(Decimal('-14.5474665'), Decimal('14.348064'))	701
1930-03-22		715-73-3345	kazuya16	21 Apr 2022	高橋 京助		B+	井上電気合同会社	1044	akirakobayashi@gmail.com	(Decimal('-65.2289515'), Decimal('87.257172'))	582
2001-09-08		GRTLFA26A61H976I	irma02	2025/03/11	Rolando Comencini	"Viale Chindamo, 73 Piano 4
23033, Grosio (SO)"	A+	Mennea-Ortolani e figli	1268	alberico09@libero.it	(Decimal('57.847902'), Decimal('93.141113'))	646
		074-95-5404	bentonjill	10/26/2022, 00:00:00	Kristi Carroll	"5175 Andre Streets Apt. 123
West Douglasport, NV 20858"	O+	Pena, Clark and Donovan	1329	unewman@gmail.com	(Decimal('56.577494'), Decimal('62.589885'))	196
1950-07-31	Elektroniker	453-66-8434	guelaybirnbaum	06/19/2022, 00:00:00	Margrit Wiek	"Arnfried-Heintze-Gasse 39
94842 Ebern"	A+	Mans	1155	gerohaenel@web.de	(Decimal('61.9253225'), Decimal('-161.427699'))	618
	Art gallery manager	726-21-5929	gwebb	08 Sep 2019	Marissa Vazquez	"157 Phillip Well
Kristiborough, OR 27308"	A-	Brown, Scott and Rogers	442	jcarter@gmail.com	(Decimal('15.443223'), Decimal('132.072607'))	685
1939-11-23		464-68-8073	mituru14	2022/10/02	三浦 裕太	千葉県四街道市睦32丁目26番13号 ハイツ芝浦792	B-	合同会社田中建設	186	mikako43@yahoo.com	(Decimal('6.7524445'), Decimal('-173.262521'))	108
		MRNLGU66D69H282Z	tmusatti	11/13/2024, 00:00:00	Coriolano Panicucci	"Via Enzo, 10
40134, Bologna (BO)"	AB+	Doria s.r.l.	625	orteseraimondo@tiscali.it	(Decimal('65.753079'), Decimal('-172.754235'))	334
		580-42-3360	staffordallen	11/21/2020, 00:00:00	Rodney Ramos	"68502 Calhoun Road Suite 738
Nicholasstad, IN 34181"	B-	Cummings, Hayes and Ray	738	qbailey@hotmail.com	(Decimal('-60.5660505'), Decimal('-149.958958'))	330
	Cartographer	795-47-1145	leahmckenzie	06 Oct 2023	Scott Porter DDS	"32516 Jacqueline Mills Suite 756
New Christinehaven, IL 44108"	B-	King, Sanders and Wallace	1817	melissaclark@hotmail.com	(Decimal('-50.8243265'), Decimal('-83.170927'))	553
1989-09-04		07392615416	ycastro	03 Sep 2024	Arthur Gabriel Novais	"Avenida de Jesus, 97
Vila Nova Dos Milionarios
06594-937 Brito / BA"	A-	Borges e Filhos	707	novaisalicia@hotmail.com	(Decimal('13.319159'), Decimal('-118.519147'))	381
		032-53-3397	chiyo17	2018/12/21	橋本 学	山梨県中央区隼町34丁目17番16号	B-	中川通信株式会社	1466	ryohei53@gmail.com	(Decimal('-16.2936865'), Decimal('16.820823'))	829
1915-01-21	Guarda ou policial rodoviário	28954706347	vcardoso	11/18/2022, 00:00:00	Lunna Santos	"Esplanada Garcia, 45
Conjunto Califórnia Ii
80562-106 Aparecida / RJ"	O-	da Paz Araújo - ME	459	gustavo-henriquesales@hotmail.com	(Decimal('10.2539935'), Decimal('-134.221995'))	67
		717-30-0100	yumiko31	2021/09/13	伊藤 幹	大阪府白井市丹勢19丁目8番9号	A+	株式会社渡辺印刷	1696	manabusato@yahoo.com	(Decimal('78.421491'), Decimal('-79.069995'))	22
		053-25-6866	vfujii	10/04/2022, 00:00:00	中島 里佳	群馬県横浜市保土ケ谷区九段南33丁目8番11号	O+	斉藤食品有限会社	1289	ryohei33@yahoo.com		392
1979-06-11		24517098397	thomascamara	06/10/2019, 00:00:00	Sra. Alice Brito	"Rua Moura
Belvedere
67509-294 Santos / MA"	O-	Azevedo S/A	1842	gabriel58@gmail.com	(Decimal('-59.815716'), Decimal('-117.315507'))	316
	Mágico	96485320792	barbara91	2019-05-21	Laís Machado	"Loteamento Anthony Andrade, 48
Flavio Marques Lisboa
44555767 da Costa de Farias / DF"	A+	Machado S.A.	1617	antonella70@yahoo.com.br	(Decimal('3.0872745'), Decimal('132.747696'))	695
		456-86-4182	ryosuke52	2020-07-29	佐藤 治	宮崎県印旛郡栄町上野桜木36丁目13番6号	B-	伊藤水産株式会社	1611	aokiatsushi@gmail.com	(Decimal('-74.1572805'), Decimal('-84.577231'))	706
1992-03-20	ウェディングプランナー	705-96-8689	kenichisasaki	2021/06/05	佐藤 裕太	北海道立川市細竹18丁目2番3号 シティ隼町445	AB+	株式会社斎藤保険	840	miuraakemi@hotmail.com	(Decimal('-2.598051'), Decimal('-68.705432'))	238
1930-10-19		624-34-7287	shimizuyoko	29 Jan 2022	渡辺 陽子	神奈川県横浜市鶴見区独鈷沢37丁目23番5号 轟コーポ785	B-	田中電気有限会社	1893	sayuri65@yahoo.com	(Decimal('-86.536158'), Decimal('25.675522'))	304
		376-24-7256	kyle65	28 Mar 2022	Kenneth Anderson	"3410 Melissa Island Apt. 735
North Angela, CA 51071"	B-	Swanson PLC	1830	pholland@hotmail.com	(Decimal('-36.7341635'), Decimal('4.654063'))	601
		672-26-3212	eringutierrez	2024/07/10	Juan Martinez		A+	Hernandez, Burns and Henderson	1143	bpowell@hotmail.com	(Decimal('20.055953'), Decimal('-20.151888'))	345
1923-01-06		245-42-0899	yschroeder	10/11/2020, 00:00:00	Garrett Kennedy	"1074 Sparks Pike Suite 444
Lake Jeffreyview, MO 18218"	O+	Short Inc	77	williamchristensen@hotmail.com	(Decimal('-70.6918345'), Decimal('120.015331'))	615
1954-02-16	Hydrographic surveyor	BTTRRA18B11A338S	pcarli	2020/10/25	Giuliano Mattarella	"Canale Amadeo, 256
80122, Chiaia (NA)"	B-	Pederiva, Campise e Tropea e figli	983	gabriella51@hotmail.com	(Decimal('-36.0299425'), Decimal('-63.985567'))	567
		515-45-7659	deborahunderwood	12/22/2024, 00:00:00	Bruce Smith	"54059 Cynthia Burgs
Stevensstad, NM 03648"	O-	Anderson, Moore and Graves	341	jackpowell@yahoo.com	(Decimal('-77.376389'), Decimal('162.909537'))	52
		045-77-6277	fscheibe	2023/01/31	Gerwin Pohl	"Daniel-Trüb-Gasse 6-1
03467 Herford"	AB-	Franke	360	aldo23@web.de	(Decimal('-11.157846'), Decimal('31.953865'))	58
		21943580642	epeixoto	2023/10/25	Dr. Marcos Vinicius das Neves	"Viaduto de Martins, 71
Sion
66715-710 Dias do Campo / AL"	B+	Almeida Farias - EI	1498	kda-rocha@gmail.com	(Decimal('60.1422125'), Decimal('147.819143'))	253
1985-08-16		829-73-4471	christinegoodwin	2018/09/29	Kayla Conway	"51027 Jimenez Rue
Mathewsberg, AK 87121"	AB+	Nguyen, Wiley and Williams	431	crystal20@gmail.com	(Decimal('-64.4896375'), Decimal('134.485454'))	471
1935-04-28		54730169280	joao-miguel13	03 May 2021	Mateus Gomes	"Vale Gonçalves, 1
Vila Nova Gameleira 1ª Seção
71860-362 Ferreira de Minas / ES"	AB-	Leão Farias e Filhos	1990	erick26@hotmail.com	(Decimal('2.455311'), Decimal('104.068040'))	770
1923-11-11		108-09-2126	edeltrudloewer	30 Jun 2022	Dr. Helge Heydrich B.Sc.	"Susana-Baum-Ring 24
49755 Pirmasens"	A-	Schuster AG & Co. KGaA	265	gesineschulz@gmx.de	(Decimal('-78.370023'), Decimal('-122.642880'))	482
		97543068265	danilovasconcelos	06/25/2019, 00:00:00	José Pereira		AB-	Costa	476	lunarocha@gmail.com	(Decimal('66.4003625'), Decimal('-77.631029'))	500
2009-08-29		129-27-0608	jonathan78	02/25/2021, 00:00:00	Jennifer Moore	"953 Webb Parks
Port Melissamouth, LA 69861"	A-	Perkins LLC	1113	willie48@yahoo.com	(Decimal('0.5223075'), Decimal('151.193402'))	640
1943-12-13		302-70-9561	fischerkathy	2020/12/11	Willibald Süßebier	"Leszek-Jähn-Platz 5-7
03183 Freital"	A+	Ladeck e.G.	1392	fritschsebastian@gmail.com	(Decimal('-14.570492'), Decimal('-165.003038'))	27
1910-09-09	Purchasing manager	548-03-3741	hernandezkimberly	2022-10-26	Brandi Larson	"42115 Bailey Drives Apt. 903
Wrightmouth, OH 86709"	B-	Jones-Cole	447	lopezmichael@yahoo.com	(Decimal('11.0249185'), Decimal('171.083392'))	818
		75048261976	da-cunhavicente	08/01/2019, 00:00:00	Bento Souza	"Via de Costa, 14
Nossa Senhora De Fátima
99337-096 Vasconcelos de Cavalcante / AL"	A-	Guerra	2026	machadorafael@ig.com.br	(Decimal('12.745536'), Decimal('45.603815'))	572
	Arzt	924-82-1193	tdippel	2023/12/20	Kati Kusch	"Handeplatz 9-9
32302 Oschatz"	B-	Jungfer Neureuther AG	1272	yhettner@hotmail.de	(Decimal('-85.858772'), Decimal('-60.875557'))	519
		077-95-9929	fritzmentzel	2023-12-13	Univ.Prof. Curt Margraf	"Stahrring 5-9
11959 Dachau"	B-	Blümel	1617	jolanda89@yahoo.de	(Decimal('4.2881385'), Decimal('-11.448559'))	636
		94582760392	silveiralarissa	2023/06/23	Milena Lopes		A+	Aparecida	403	luan85@uol.com.br	(Decimal('-1.9526945'), Decimal('89.372907'))	51
1966-10-14		297-24-8109	mosemanntheresa	2021-08-10	Amanda Mohaupt	"Tadeusz-Trommler-Weg 43
76486 Großenhain"	B+	Adler Heidrich GmbH & Co. KGaA	1721	irmtraudwalter@gmx.de	(Decimal('-28.2163155'), Decimal('49.596987'))	292
2007-05-23	Astrólogo	41305729897	lgoncalves	08/19/2019, 00:00:00	Jade Ramos	"Passarela de da Mota, 95
Vila Mangueiras
46565226 Pimenta / ES"	A+	Souza	1887	isabella05@hotmail.com	(Decimal('-65.015933'), Decimal('50.892642'))	544
	Bankkaufmann	951-45-6021	geislertorben	2019-06-13	Carina Drub	"Karzplatz 7
05656 Lörrach"	O-	Hübel	1166	gotthardanneli@googlemail.com	(Decimal('21.3948665'), Decimal('-173.868413'))	461
		077-15-5239	naokifujiwara	09/06/2022, 00:00:00	伊藤 陽子		AB+	鈴木運輸株式会社	924	qito@gmail.com		432
1945-01-24		75410326890	opeixoto	2025-04-18	Mathias Ribeiro	"Lagoa Bento Monteiro, 36
Santo Agostinho
08009367 Abreu / ES"	B-	Ferreira	516	raulnogueira@gmail.com	(Decimal('-61.438175'), Decimal('-127.165098'))	490
